Бренд;Название;Цена после скидки;Цена до скидки;Рейтинг;Оценки;Артикул;Ссылка
Совтехстром;Гантели детские пластмассовые пустые 2 штуки;380,0;400,0;4,7;525;233985752;https://www.wildberries.ru/catalog/233985752/detail.aspx?targetUrl=SP
ABICA;Гантели разборные с грифом набор 20 кг;4550,0;4790,0;4,7;11506;170735053;https://www.wildberries.ru/catalog/170735053/detail.aspx?targetUrl=SP
Technic Store;Гантели разборные 50 кг (2х25 кг) со штангой, трансформер;6235,0;8992,0;4,7;1603;53583857;https://www.wildberries.ru/catalog/53583857/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантель;453,0;842,0;4,7;36;180961793;https://www.wildberries.ru/catalog/180961793/detail.aspx?targetUrl=SP
STEELBODY;Гантели разборные 40 кг набор спортивный инвентарь с штангой;4932,0;8800,0;4,7;14663;172134241;https://www.wildberries.ru/catalog/172134241/detail.aspx?targetUrl=SP
Classmark;Гантели разборные 30 кг с грифом для штанги;2233,0;7436,0;4,7;3731;245283935;https://www.wildberries.ru/catalog/245283935/detail.aspx?targetUrl=SP
PROFI-FIT;Гантели гексагональные 2 шт по 4 кг;4719,0;14194,0;4,7;231;132275204;https://www.wildberries.ru/catalog/132275204/detail.aspx?targetUrl=SP
FitShift;Набор гантелей 2 шт по 0,5 кг;405,0;850,0;4,7;7189;91202689;https://www.wildberries.ru/catalog/91202689/detail.aspx?targetUrl=SP
Ametist;Гантели разборные 20 кг со штангой;2902,0;7540,0;4,7;21;245476631;https://www.wildberries.ru/catalog/245476631/detail.aspx?targetUrl=SP
Demix;Гантель, 2 кг;884,0;1149,0;4,7;28;156358796;https://www.wildberries.ru/catalog/156358796/detail.aspx?targetUrl=SP
MDBuddy;Цельная гантель неопреновая 1кг 2 шт в комплекте для фитнеса;1185,0;2399,0;4,7;22;170674139;https://www.wildberries.ru/catalog/170674139/detail.aspx?targetUrl=SP
Гантели В Деле;Гантели разборные 10 кг (2х5 кг) со штангой, гиря;2001,0;4900,0;4,7;4455;224350695;https://www.wildberries.ru/catalog/224350695/detail.aspx?targetUrl=SP
Престиж FIT;Гантель для фитнеса;252,0;350,0;4,7;390;17368767;https://www.wildberries.ru/catalog/17368767/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные набор 20 кг;2501,0;15487,0;4,7;870;216169445;https://www.wildberries.ru/catalog/216169445/detail.aspx?targetUrl=SP
FitnessActive;Гантели 2 кг виниловые для спорта и фитнеса женские детские;940,0;1970,0;4,7;680;262388771;https://www.wildberries.ru/catalog/262388771/detail.aspx?targetUrl=SP
Gravity;Виниловые гантели, восьмиугольные, 1.5 кг, пара;666,0;1350,0;4,7;158;150784691;https://www.wildberries.ru/catalog/150784691/detail.aspx?targetUrl=SP
Гантели В Деле;Гантели разборные 24 кг (2х12 кг) со штангой, гиря;3028,0;10350,0;4,7;4455;224350699;https://www.wildberries.ru/catalog/224350699/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 30 кг набор спортивный инвентарь с штангой;4282,0;9200,0;4,7;3824;208306354;https://www.wildberries.ru/catalog/208306354/detail.aspx?targetUrl=SP
PRCTZ;Гантеля неопреновая SOFT TOUCH DUMBBELL, 4кг;1453,0;2390,0;4,7;442;165733159;https://www.wildberries.ru/catalog/165733159/detail.aspx?targetUrl=SP
Midway;Гантель регулируемая, разборная, ступенчатая 24 кг;10361,0;14739,0;4,7;14;262489851;https://www.wildberries.ru/catalog/262489851/detail.aspx?targetUrl=SP
ND HOME;Гантели разборные для спорта для фитнеса гриф блины 18 кг;1893,0;5465,0;4,7;208;142951343;https://www.wildberries.ru/catalog/142951343/detail.aspx?targetUrl=SP
Estafit;Гантель для фитнеса 0.25 кг для детей и взрослых;254,0;530,0;4,7;341;51934020;https://www.wildberries.ru/catalog/51934020/detail.aspx?targetUrl=SP
Espado;Гантель неопреновая 5 кг для фитнеса;1559,0;3320,0;4,7;12;51769719;https://www.wildberries.ru/catalog/51769719/detail.aspx?targetUrl=SP
Престиж FIT;Набор гантелей;356,0;680,0;4,7;1032;17368765;https://www.wildberries.ru/catalog/17368765/detail.aspx?targetUrl=SP
Summus;Гантели разборные стальные 15 кг в кейсе;4396,0;7512,0;4,7;1910;59448204;https://www.wildberries.ru/catalog/59448204/detail.aspx?targetUrl=SP
спорт164;гантель стальная разборная 15кг;4037,0;8500,0;4,7;1264;78401519;https://www.wildberries.ru/catalog/78401519/detail.aspx?targetUrl=SP
Za-GYM;Гантели разборные и штанга в кейсе для спорта 30 кг;9239,0;109090,0;4,7;751;146413274;https://www.wildberries.ru/catalog/146413274/detail.aspx?targetUrl=SP
Summus;Гантели разборные 21,8 кг 2 шт. по 10,8 кг;1974,0;4006,0;4,7;3298;80109568;https://www.wildberries.ru/catalog/80109568/detail.aspx?targetUrl=SP
ABICA;Гантели разборные с грифом набор 30 кг;4550,0;4790,0;4,7;11506;170820701;https://www.wildberries.ru/catalog/170820701/detail.aspx?targetUrl=SP
TORRES;Гантель неопреновая 1.5 кг арт.PL550115;679,0;1103,0;4,7;2982;20911902;https://www.wildberries.ru/catalog/20911902/detail.aspx?targetUrl=SP
INDIGO Sport;Гантель наборная пластиковые диски 9,5кг;1286,0;1920,0;4,7;76;11208782;https://www.wildberries.ru/catalog/11208782/detail.aspx?targetUrl=SP
Сима-Ленд & ONLYTOP;Гантель для плавания и аквааэробики;573,0;1585,0;4,7;160;33207573;https://www.wildberries.ru/catalog/33207573/detail.aspx?targetUrl=SP
ECOSPORT;Гантели разборные набор 20 кг;2031,0;11992,0;4,7;3694;38642391;https://www.wildberries.ru/catalog/38642391/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 20 кг разборные сборные 2 шт по 10 кг;1963,0;2550,0;4,7;2909;160670770;https://www.wildberries.ru/catalog/160670770/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная гексагональная 3 кг 1 шт;1225,0;1290,0;4,7;243;219373408;https://www.wildberries.ru/catalog/219373408/detail.aspx?targetUrl=SP
INDIGO Sport;Гантель наборная пластиковые диски 6,5кг;1015,0;1516,0;4,7;76;11208781;https://www.wildberries.ru/catalog/11208781/detail.aspx?targetUrl=SP
Gravity;Гантель разборная, 10кг;3402,0;8955,0;4,7;78;33665827;https://www.wildberries.ru/catalog/33665827/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные с грифом набор 10 кг 2шт по 5 кг;2404,0;4220,0;4,6;82;171737914;https://www.wildberries.ru/catalog/171737914/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные с грифом набор 25 кг 2шт по 12,5 кг;4282,0;7040,0;4,6;18;261068841;https://www.wildberries.ru/catalog/261068841/detail.aspx?targetUrl=SP
Classmark;Гантели разборные со штангой Набор 2 шт по 9,5 кг;1524,0;4714,0;4,6;3731;196198685;https://www.wildberries.ru/catalog/196198685/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 40 кг набор спортивный инвентарь с штангой;5331,0;9200,0;4,6;14663;156258687;https://www.wildberries.ru/catalog/156258687/detail.aspx?targetUrl=SP
Starfit;Штанга спортивная разборная;4962,0;19531,0;4,6;42;177313031;https://www.wildberries.ru/catalog/177313031/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 30 кг набор спортивный инвентарь с штангой;3758,0;9200,0;4,6;3824;156258685;https://www.wildberries.ru/catalog/156258685/detail.aspx?targetUrl=SP
Starfit;Гантель неопреновая для спорта и фитнеса 2,5 кг 1 шт;1163,0;5211,0;4,6;805;100539505;https://www.wildberries.ru/catalog/100539505/detail.aspx?targetUrl=SP
Za-GYM;Гантели разборные и штанга для спорта 40 кг;5220,0;112995,0;4,6;2497;146413275;https://www.wildberries.ru/catalog/146413275/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная гексагональная 4 кг 1 шт;1415,0;1490,0;4,6;243;219373409;https://www.wildberries.ru/catalog/219373409/detail.aspx?targetUrl=SP
Fit flex;Гантели разборные 40 кг набор спортивный инвентарь с штангой;5044,0;9000,0;4,6;14663;170566554;https://www.wildberries.ru/catalog/170566554/detail.aspx?targetUrl=SP
Hurricane;Гантель для спорта и фитнеса виниловая 1,5 кг 1 штука;554,0;1440,0;4,6;84;264096179;https://www.wildberries.ru/catalog/264096179/detail.aspx?targetUrl=SP
Za-GYM;Гантели разборные со штангой для спорта 40 кг;5376,0;139656,0;4,6;2497;146413273;https://www.wildberries.ru/catalog/146413273/detail.aspx?targetUrl=SP
Гантели В Деле;Гантели разборные 33 кг (2х17 кг) со штангой, гиря;4415,0;18500,0;4,6;4455;224350703;https://www.wildberries.ru/catalog/224350703/detail.aspx?targetUrl=SP
Za-GYM;Гантели разборные и штанга для спорта 30 кг;4860,0;126243,0;4,6;2497;146413278;https://www.wildberries.ru/catalog/146413278/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 24 кг 1 шт спортивный инвентарь мужской;3271,0;8610,0;4,6;14663;158585455;https://www.wildberries.ru/catalog/158585455/detail.aspx?targetUrl=SP
FitnessLive;Штанга спортивная разборная гантели разборные 40 кг спорт;6633,0;17456,0;4,6;294;307651813;https://www.wildberries.ru/catalog/307651813/detail.aspx?targetUrl=SP
Euro-Classic;Гантели 16 кг разборные сборные 2 шт по 8 кг;1617,0;2100,0;4,6;2909;160670771;https://www.wildberries.ru/catalog/160670771/detail.aspx?targetUrl=SP
PROIRON;Гантель 20 кг 1 шт обрезиненная для фитнеса;5996,0;9857,0;4,6;251;201962104;https://www.wildberries.ru/catalog/201962104/detail.aspx?targetUrl=SP
Fit flex;Гантели разборные 30 кг набор спортивный инвентарь с штангой;4282,0;9200,0;4,6;1559;169513831;https://www.wildberries.ru/catalog/169513831/detail.aspx?targetUrl=SP
LEGENDFIT;Гантели разборные и штанга в кейсе для спорта 40 кг;16072,0;187983,0;4,6;167;204143511;https://www.wildberries.ru/catalog/204143511/detail.aspx?targetUrl=SP
UP&UP;Гантели 2кг 2 шт, общий вес набора 4 кг;654,0;850,0;4,6;137;275510594;https://www.wildberries.ru/catalog/275510594/detail.aspx?targetUrl=SP
Kulak;Гантели разборные и штанга для спорта 40 кг;5986,0;70683,0;4,6;2903;146413806;https://www.wildberries.ru/catalog/146413806/detail.aspx?targetUrl=SP
STEELBODY;Гантели разборные 30 кг набор спортивный инвентарь с штангой;3408,0;9200,0;4,6;1956;208307399;https://www.wildberries.ru/catalog/208307399/detail.aspx?targetUrl=SP
спорт164;гантель стальная разборная 25 кг;6645,0;13990,0;4,6;1264;90372470;https://www.wildberries.ru/catalog/90372470/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная гексагональная 2 кг 1 шт;940,0;990,0;4,6;243;219373407;https://www.wildberries.ru/catalog/219373407/detail.aspx?targetUrl=SP
PANTERA ENERGY;Гантели виниловые 2 кг, 1 шт;950,0;2000,0;4,6;245;53284822;https://www.wildberries.ru/catalog/53284822/detail.aspx?targetUrl=SP
Summus;Гантели обрезиненные гексогональные для фитнеса 2 кг;1119,0;2507,0;4,6;5127;325770790;https://www.wildberries.ru/catalog/325770790/detail.aspx?targetUrl=SP
BASEFIT;Гантели разборные с грифом 8 кг для фитнеса;2959,0;9610,0;4,6;315;75769834;https://www.wildberries.ru/catalog/75769834/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные кейс 20 кг;6275,0;116428,0;4,6;167;243500235;https://www.wildberries.ru/catalog/243500235/detail.aspx?targetUrl=SP
U-turn;Гантели разборные 20 кг в комплекте 12 дисков;3276,0;6078,0;4,6;946;209219396;https://www.wildberries.ru/catalog/209219396/detail.aspx?targetUrl=SP
FitnessActive;Гантели разборные 24 кг набор спортивный инвентарь с штангой;3553,0;8700,0;4,6;1956;186971443;https://www.wildberries.ru/catalog/186971443/detail.aspx?targetUrl=SP
Atletika24;Гантели виниловые для фитнеса набор 2 шт по 2 кг;1478,0;3000,0;4,6;651;165814384;https://www.wildberries.ru/catalog/165814384/detail.aspx?targetUrl=SP
STEELBODY;Гантели разборные 24 кг набор спортивный инвентарь с штангой;3553,0;8700,0;4,6;1956;191287059;https://www.wildberries.ru/catalog/191287059/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные и штанга 30 кг;4898,0;103133,0;4,6;870;232688588;https://www.wildberries.ru/catalog/232688588/detail.aspx?targetUrl=SP
Sporteus;Гантели разборные 24 кг- 2 шт по 12 кг+ штанга;2545,0;4350,0;4,6;2342;212570230;https://www.wildberries.ru/catalog/212570230/detail.aspx?targetUrl=SP
Start Up;Гантель для спорта и фитнеса виниловая 3 кг 1 шт;1618,0;2399,0;4,6;313;7552853;https://www.wildberries.ru/catalog/7552853/detail.aspx?targetUrl=SP
OneFit;Гантель разборная пластиковая 1 шт 24 кг;2615,0;4470,0;4,6;2342;179128908;https://www.wildberries.ru/catalog/179128908/detail.aspx?targetUrl=SP
Атлант;Гантель металлическая разборная 24 кг;7889,0;12650,0;4,6;19;14055736;https://www.wildberries.ru/catalog/14055736/detail.aspx?targetUrl=SP
Aidaxy;Гантели 1,5 кг для фитнеса набор;883,0;3000,0;4,6;17;300319072;https://www.wildberries.ru/catalog/300319072/detail.aspx?targetUrl=SP
Start Up;Гантели для спорта и фитнеса виниловые 1 кг 2 шт;940,0;1737,0;4,6;313;192296350;https://www.wildberries.ru/catalog/192296350/detail.aspx?targetUrl=SP
BORABO;Гантель разборная 28 кг оцинкованная, 1 шт;8581,0;14338,0;4,6;252;40945134;https://www.wildberries.ru/catalog/40945134/detail.aspx?targetUrl=SP
PANTERA ENERGY;Гантели виниловые 1,5 кг 1 шт;855,0;1800,0;4,6;245;53283244;https://www.wildberries.ru/catalog/53283244/detail.aspx?targetUrl=SP
Kari;Гантели 2 x 1 кг;923,0;2398,0;4,6;475;163510702;https://www.wildberries.ru/catalog/163510702/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные со штангой;5887,0;26947,0;4,6;870;224924649;https://www.wildberries.ru/catalog/224924649/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные со штангой;5460,0;41053,0;4,6;870;224929878;https://www.wildberries.ru/catalog/224929878/detail.aspx?targetUrl=SP
Estafit;Гантель для фитнеса 1 кг для детей и взрослых;294,0;640,0;4,5;341;51934612;https://www.wildberries.ru/catalog/51934612/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные 30 кг. 2 шт. по 15 кг;5117,0;9104,0;4,5;171;239466463;https://www.wildberries.ru/catalog/239466463/detail.aspx?targetUrl=SP
HYPERFIT;Функциональные гантели, разборные, с грифом, 15 кг;7227,0;12858,0;4,5;2;219571597;https://www.wildberries.ru/catalog/219571597/detail.aspx?targetUrl=SP
Atlas Sport;Гантели разборные с соединительным грифом 24 кг;2924,0;3800,0;4,5;595;238592844;https://www.wildberries.ru/catalog/238592844/detail.aspx?targetUrl=SP
Estafit;Гантели для фитнеса 0.25 кг для детей и взрослых 2 шт;430,0;1260,0;4,5;341;197058884;https://www.wildberries.ru/catalog/197058884/detail.aspx?targetUrl=SP
INDIGO Sport;Гантели обливные с неопреновым покрытием 1кг*2шт;794,0;1692,0;4,5;700;14024309;https://www.wildberries.ru/catalog/14024309/detail.aspx?targetUrl=SP
KingFit;Гантели разборные со штангой;5467,0;18206,0;4,5;1918;183989322;https://www.wildberries.ru/catalog/183989322/detail.aspx?targetUrl=SP
Ametist;Гантели разборные с соединительным грифом 24 кг;3064,0;6000,0;4,5;333;151372372;https://www.wildberries.ru/catalog/151372372/detail.aspx?targetUrl=SP
STRONG BODY;Гантели гексагональные 5 кг 2 шт (пара);3083,0;10012,0;4,5;73;158452089;https://www.wildberries.ru/catalog/158452089/detail.aspx?targetUrl=SP
URM;Гантели разборные 50 кг (2х25 кг) со штангой, трансформер;6065,0;8992,0;4,5;5707;28748652;https://www.wildberries.ru/catalog/28748652/detail.aspx?targetUrl=SP
INDIGO Sport;Гантели обливные с неопреновым покрытием 1,5кг*2шт;1153,0;2538,0;4,5;700;175317181;https://www.wildberries.ru/catalog/175317181/detail.aspx?targetUrl=SP
FitnessLive;Штанга спортивная разборная гантели разборные 40 кг спорт;6849,0;23257,0;4,5;294;307651814;https://www.wildberries.ru/catalog/307651814/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная гексагональная 5 кг 1 шт;1605,0;1690,0;4,5;243;219373410;https://www.wildberries.ru/catalog/219373410/detail.aspx?targetUrl=SP
Блин-да-Гриф;Гантели 3 кг виниловые для спорта и фитнеса женские детские;962,0;5000,0;4,5;8055;253597568;https://www.wildberries.ru/catalog/253597568/detail.aspx?targetUrl=SP
Fit flex;Гантели разборные 30 кг набор спортивный инвентарь с штангой;4068,0;8740,0;4,5;1956;188351676;https://www.wildberries.ru/catalog/188351676/detail.aspx?targetUrl=SP
Starfit;Гантель обрезиненная гексагональная 7 кг 1шт не разборная;3030,0;9840,0;4,5;278;12278553;https://www.wildberries.ru/catalog/12278553/detail.aspx?targetUrl=SP
Estafit;Гантели для фитнеса 0.5 кг для детей и взрослых 2 шт;435,0;2290,0;4,5;341;151824196;https://www.wildberries.ru/catalog/151824196/detail.aspx?targetUrl=SP
KingFit;Гантели разборные и штанга 30 кг;4592,0;40285,0;4,5;1918;194834431;https://www.wildberries.ru/catalog/194834431/detail.aspx?targetUrl=SP
Starfit;Гантель обрезиненная гексагональная 9 кг 1шт не разборная;3928,0;13790,0;4,5;278;53397743;https://www.wildberries.ru/catalog/53397743/detail.aspx?targetUrl=SP
Kulak;Гантели разборные и штанга в кейсе для спорта 40 кг;13859,0;78260,0;4,5;970;174559585;https://www.wildberries.ru/catalog/174559585/detail.aspx?targetUrl=SP
Kapix;Набор гантели+штанга 2х10 кг;3230,0;3400,0;4,5;412;222587131;https://www.wildberries.ru/catalog/222587131/detail.aspx?targetUrl=SP
Starfit;Гантель для спорта и фитнеса виниловая 4 кг 1 шт;1714,0;5710,0;4,5;871;27449373;https://www.wildberries.ru/catalog/27449373/detail.aspx?targetUrl=SP
Vimpex Sport;Гантели 2шт по 3кг неопреновые для спорта и фитнеса;2000,0;4700,0;4,5;150;264749908;https://www.wildberries.ru/catalog/264749908/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные спорт фитнес инвентарь кейс набор 40 кг;17289,0;165454,0;4,5;3005;169862273;https://www.wildberries.ru/catalog/169862273/detail.aspx?targetUrl=SP
Starfit;Гантель неопреновая для спорта и фитнеса 4 кг 1 шт;1930,0;8954,0;4,5;805;100538161;https://www.wildberries.ru/catalog/100538161/detail.aspx?targetUrl=SP
PANTERA ENERGY;Гантель 1 шт для дома 5 кг;1995,0;4200,0;4,5;245;53286655;https://www.wildberries.ru/catalog/53286655/detail.aspx?targetUrl=SP
Ametist;Гантели разборные 20 кг в кейсе;7235,0;17000,0;4,5;21;257211472;https://www.wildberries.ru/catalog/257211472/detail.aspx?targetUrl=SP
Technic Store;Гантели разборные 30 кг (2х15 кг) со штангой, трансформер;4012,0;6400,0;4,5;1603;53581667;https://www.wildberries.ru/catalog/53581667/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная гексагональная 6 кг 1 шт;1985,0;2090,0;4,5;243;219373411;https://www.wildberries.ru/catalog/219373411/detail.aspx?targetUrl=SP
PANTERA ENERGY;Гантели виниловые 1 кг, гантеля для дома;712,0;1500,0;4,5;245;53282892;https://www.wildberries.ru/catalog/53282892/detail.aspx?targetUrl=SP
ECOSPORT;Гантели разборные набор 40 кг;6100,0;14405,0;4,5;3694;47876490;https://www.wildberries.ru/catalog/47876490/detail.aspx?targetUrl=SP
Start Up;Гантели разборные 20 кг;8594,0;11749,0;4,5;100;66412223;https://www.wildberries.ru/catalog/66412223/detail.aspx?targetUrl=SP
Антат;Гантель разборная 4кг;2213,0;2330,0;4,5;11;15378928;https://www.wildberries.ru/catalog/15378928/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные и штанга 30 кг;4225,0;20220,0;4,5;870;224929432;https://www.wildberries.ru/catalog/224929432/detail.aspx?targetUrl=SP
Gravity;Виниловые гантели, восьмиугольные, 5 кг, пара;1621,0;3555,0;4,5;158;150784696;https://www.wildberries.ru/catalog/150784696/detail.aspx?targetUrl=SP
Руки Базуки;Гантели разборные 7,5+7,5 кг с грифом набор 15 кг 175743653;1117,0;3720,0;4,4;2167;227787935;https://www.wildberries.ru/catalog/227787935/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные 30 кг. 2 шт. по 15 кг;5117,0;9104,0;4,4;171;239466462;https://www.wildberries.ru/catalog/239466462/detail.aspx?targetUrl=SP
FitnessActive;Гантели 1 кг виниловые для спорта и фитнеса женские детские;674,0;1990,0;4,4;680;262388772;https://www.wildberries.ru/catalog/262388772/detail.aspx?targetUrl=SP
Kulak;Гантели разборные и штанга для спорта 30 кг;4756,0;123548,0;4,4;2903;146413808;https://www.wildberries.ru/catalog/146413808/detail.aspx?targetUrl=SP
Hurricane;Гантель для спорта и фитнеса гексагональная 8 кг 1 штука;2550,0;6625,0;4,4;192;213487438;https://www.wildberries.ru/catalog/213487438/detail.aspx?targetUrl=SP
Mr. FOX;Гантель для фитнеса 1 кг (1 шт) для детей и взрослых;302,0;650,0;4,4;459;49457499;https://www.wildberries.ru/catalog/49457499/detail.aspx?targetUrl=SP
KingFit;Гантели разборные со штангой;5715,0;28647,0;4,4;1918;194830384;https://www.wildberries.ru/catalog/194830384/detail.aspx?targetUrl=SP
Estafit;Гантель для фитнеса 0.5 кг для детей и взрослых;276,0;710,0;4,4;341;51934238;https://www.wildberries.ru/catalog/51934238/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные со штангой;6672,0;8362,0;4,4;10507;244195959;https://www.wildberries.ru/catalog/244195959/detail.aspx?targetUrl=SP
Sportcom;Гантель (1 шт) 20 кг сборная;4631,0;6094,0;4,4;30;121075026;https://www.wildberries.ru/catalog/121075026/detail.aspx?targetUrl=SP
Atlas Sport;Набор гантелей 12 кг с подставкой;1681,0;4200,0;4,4;130;188345404;https://www.wildberries.ru/catalog/188345404/detail.aspx?targetUrl=SP
Совтехстром;Гантели детские пластмассовые 2 штуки;380,0;400,0;4,4;142;270133771;https://www.wildberries.ru/catalog/270133771/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная гексагональная 9 кг 1 шт;2840,0;2990,0;4,4;243;219373414;https://www.wildberries.ru/catalog/219373414/detail.aspx?targetUrl=SP
BORABO;Гантель разборная оцинкованная 18 кг;5894,0;10341,0;4,4;252;40949826;https://www.wildberries.ru/catalog/40949826/detail.aspx?targetUrl=SP
BRADEX;Гантели разборные 40кг;4094,0;8620,0;4,4;191;198680041;https://www.wildberries.ru/catalog/198680041/detail.aspx?targetUrl=SP
Kapix;Гантель неразборная гексагональная 8 кг 1 шт;2555,0;2690,0;4,4;243;219373413;https://www.wildberries.ru/catalog/219373413/detail.aspx?targetUrl=SP
Barbell Atlet;Гантель разборная 16,5 кг;5342,0;8034,0;4,4;722;223638913;https://www.wildberries.ru/catalog/223638913/detail.aspx?targetUrl=SP
;Гантели для фитнеса 1 кг 2 штуки;770,0;2500,0;4,3;86;266611999;https://www.wildberries.ru/catalog/266611999/detail.aspx?targetUrl=SP
STEELBODY;Гантели разборные 30 кг набор спортивный инвентарь с штангой;3517,0;8610,0;4,3;1956;191287060;https://www.wildberries.ru/catalog/191287060/detail.aspx?targetUrl=SP
FitShift;Набор гантелей 2 шт по 3 кг;826,0;1850,0;4,3;7189;238593943;https://www.wildberries.ru/catalog/238593943/detail.aspx?targetUrl=SP
MironFit;Гантели разборные 2х10 кг;1576,0;5352,0;4,3;114;153615738;https://www.wildberries.ru/catalog/153615738/detail.aspx?targetUrl=SP
Estafit;Гантель для фитнеса 1.95 кг для детей и взрослых;376,0;910,0;4,3;341;51933653;https://www.wildberries.ru/catalog/51933653/detail.aspx?targetUrl=SP
PROIRON;Гантели 2 кг 2 шт силиконовые для фитнеса;1458,0;4030,0;4,3;673;235765101;https://www.wildberries.ru/catalog/235765101/detail.aspx?targetUrl=SP
Гантели В Деле;Гантели разборные 15 кг (2х7,5 кг) со штангой, гиря;2066,0;7500,0;4,3;4455;224350696;https://www.wildberries.ru/catalog/224350696/detail.aspx?targetUrl=SP
OneFit;Гантели разборные чугунные в кейсе 20 кг;5720,0;9906,0;4,3;1539;311538684;https://www.wildberries.ru/catalog/311538684/detail.aspx?targetUrl=SP
BRADEX;Гриф переходник штанга для гантелей;379,0;798,0;4,3;191;198680042;https://www.wildberries.ru/catalog/198680042/detail.aspx?targetUrl=SP
Demix;Гантель;1462,0;1899,0;4,3;6;152951717;https://www.wildberries.ru/catalog/152951717/detail.aspx?targetUrl=SP
Barbell Atlet;Гантель разборная 14 кг;5080,0;7428,0;4,3;722;223406528;https://www.wildberries.ru/catalog/223406528/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные 40 кг. 2 шт. по 20 кг;7534,0;10522,0;4,2;171;239466467;https://www.wildberries.ru/catalog/239466467/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные с грифом набор 30 кг 2шт по 15 кг;5537,0;9103,0;4,2;48;171737872;https://www.wildberries.ru/catalog/171737872/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные с грифом набор 25 кг 2шт по 12,5 кг;4282,0;7040,0;4,2;18;171737869;https://www.wildberries.ru/catalog/171737869/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные со штангой;5511,0;65075,0;4,2;10507;146251248;https://www.wildberries.ru/catalog/146251248/detail.aspx?targetUrl=SP
FITMAN;Гантели разборные 20 кг (2 х 10 кг), набор;2395,0;4444,0;4,2;13;266864017;https://www.wildberries.ru/catalog/266864017/detail.aspx?targetUrl=SP
Атлант;Гантель 2 кг хромистая сталь, разборная;790,0;1180,0;4,2;17;11621550;https://www.wildberries.ru/catalog/11621550/detail.aspx?targetUrl=SP
Atemi;Гантели неопреновые для фитнеса и аэробики 1 шт 5 кг;1271,0;2732,0;4,2;778;167669070;https://www.wildberries.ru/catalog/167669070/detail.aspx?targetUrl=SP
MironFit;Гантели разборные 2х7,5 кг;1717,0;4636,0;4,2;114;153614671;https://www.wildberries.ru/catalog/153614671/detail.aspx?targetUrl=SP
Starfit;Гантель для спорта и фитнеса виниловая 2.5 кг 1 шт;1163,0;4875,0;4,2;871;106738271;https://www.wildberries.ru/catalog/106738271/detail.aspx?targetUrl=SP
FitnessLive;Гантели разборные со штангой;6010,0;6523,0;4,2;10507;244195958;https://www.wildberries.ru/catalog/244195958/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные с грифом набор 15 кг 2шт по 7,5 кг;2944,0;4663,0;4,1;52;171737923;https://www.wildberries.ru/catalog/171737923/detail.aspx?targetUrl=SP
Absolute Champion;Гантели разборные 40 кг. 2 шт. по 20 кг;7534,0;10522,0;4,1;171;239466466;https://www.wildberries.ru/catalog/239466466/detail.aspx?targetUrl=SP
Атлант;Гантель металлическая разборная 18 кг;5209,0;8250,0;4,1;31;17679262;https://www.wildberries.ru/catalog/17679262/detail.aspx?targetUrl=SP
Espado;Гантель неопреновая 4 кг для фитнеса;1254,0;2670,0;4,1;14;51783881;https://www.wildberries.ru/catalog/51783881/detail.aspx?targetUrl=SP
Руки Базуки;Пустые гантели разборные 50 кг с грифом;2695,0;7000,0;4,1;128;326241076;https://www.wildberries.ru/catalog/326241076/detail.aspx?targetUrl=SP
STEELBODY;Гантели разборные 34 кг набор спортивный инвентарь с штангой;4473,0;8720,0;4,1;680;262436921;https://www.wildberries.ru/catalog/262436921/detail.aspx?targetUrl=SP
Torneo;Набор гантелей с пластиковыми дисками 20 кг;5389,0;6999,0;4,0;3;184982833;https://www.wildberries.ru/catalog/184982833/detail.aspx?targetUrl=SP
Starfit;Гантель обрезиненная гексагональная 12 кг не разборная;5534,0;17115,0;4,0;869;288567548;https://www.wildberries.ru/catalog/288567548/detail.aspx?targetUrl=SP
